"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1960-01","1960","01","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1960-02","1960","02","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1960-03","1960","03","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1960-04","1960","04","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1960-05","1960","05","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1960-06","1960","06","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1960-07","1960","07","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1960-08","1960","08","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1960-09","1960","09","","","","","","","","","","","29.5","","0.0","","29.5","","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1960-10","1960","10","","","","","","","","","","","81.3","","0.0","T","81.3","","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1960-11","1960","11","","","","","","","","","","","42.2","","8.9","","51.1","","10","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1960-12","1960","12","","","","","","","","","","","16.3","","24.6","","40.9","","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1961-01","1961","01","","","","","","","","","","","","M","20.3","","","M","8","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1961-02","1961","02","","","","","","","","","","","62.5","","4.6","","67.1","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1961-03","1961","03","","","","","","","","","","","13.7","","37.8","","51.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1961-04","1961","04","","","","","","","","","","","71.1","","12.2","","83.3","","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1961-05","1961","05","","","","","","","","","","","110.5","","0.0","","110.5","","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1961-06","1961","06","","","","","","","","","","","72.9","","0.0","","72.9","","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1961-07","1961","07","","","","","","","","","","","34.5","","0.0","","34.5","","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1961-08","1961","08","","","","","","","","","","","37.6","","0.0","","37.6","","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1961-09","1961","09","","","","","","","","","","","41.1","","0.0","","41.1","","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1961-10","1961","10","","","","","","","","","","","58.4","","0.0","","58.4","","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1961-11","1961","11","","","","","","","","","","","79.0","","2.5","","81.5","","0","T","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1961-12","1961","12","","","","","","","","","","","41.9","","33.5","","75.4","","20","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1962-01","1962","01","","","","","","","","","","","","M","","M","","M","18","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1962-02","1962","02","","","","","","","","","","","11.2","","79.5","","90.7","","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1962-03","1962","03","","","","","","","","","","","14.0","","35.8","","49.8","","5","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1962-04","1962","04","","","","","","","","","","","52.6","","8.4","","61.0","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1962-05","1962","05","","","","","","","","","","","53.8","","0.0","T","53.8","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1962-06","1962","06","","","","","","","","","","","59.7","","0.0","","59.7","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1962-07","1962","07","","","","","","","","","","","101.6","","0.0","","101.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1962-08","1962","08","","","","","","","","","","","70.4","","0.0","","70.4","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1962-09","1962","09","","","","","","","","","","","116.3","","0.0","","116.3","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1962-10","1962","10","","","","","","","","","","","87.4","","0.0","T","87.4","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1962-11","1962","11","","","","","","","","","","","36.3","","8.9","","45.2","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1962-12","1962","12","","","","","","","","","","","22.6","","","M","","M","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1963-01","1963","01","","","","","","","","","","","0.0","T","","M","","M","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1963-02","1963","02","","","","","","","","","","","0.0","T","20.6","","20.6","","48","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1963-03","1963","03","","","","","","","","","","","29.7","","34.3","","64.3","","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1963-04","1963","04","","","","","","","","","","","74.9","","0.0","T","74.9","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1963-05","1963","05","","","","","","","","","","","70.6","","2.5","","73.2","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1963-06","1963","06","","","","","","","","","","","44.7","","0.0","","44.7","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1963-07","1963","07","","","","","","","","","","","28.2","","0.0","","28.2","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1963-08","1963","08","","","","","","","","","","","114.6","","0.0","","114.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1963-09","1963","09","","","","","","","","","","","57.4","","0.0","","57.4","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1963-10","1963","10","","","","","","","","","","","25.4","","0.0","","25.4","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1963-11","1963","11","","","","","","","","","","","111.0","","7.6","","118.6","","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1963-12","1963","12","","","","","","","","","","","34.3","","46.2","","80.5","","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1964-01","1964","01","","","","","","","","","","","44.2","","25.4","","69.6","","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1964-02","1964","02","","","","","","","","","","","2.5","","16.3","","18.8","","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1964-03","1964","03","","","","","","","","","","","70.4","","17.3","","87.6","","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1964-04","1964","04","","","","","","","","","","","85.1","","8.9","","94.0","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1964-05","1964","05","","","","","","","","","","","","M","0.0","","","M","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1964-06","1964","06","","","","","","","","","","","32.3","","0.0","","32.3","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1964-07","1964","07","","","","","","","","","","","39.9","","0.0","","39.9","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1964-08","1964","08","","","","","","","","","","","54.6","","0.0","","54.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1964-09","1964","09","","","","","","","","","","","19.3","","0.0","","19.3","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1964-10","1964","10","","","","","","","","","","","30.2","","1.8","","32.0","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1964-11","1964","11","","","","","","","","","","","60.7","","3.6","","64.3","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1964-12","1964","12","","","","","","","","","","","59.7","","51.6","","111.3","","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1965-01","1965","01","","","","","","","","","","","13.7","","76.2","E","89.9","E","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1965-02","1965","02","","","","","","","","","","","76.7","E","52.3","","129.0","E","13","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1965-03","1965","03","","","","","","","","","","","1.5","","32.3","","33.8","","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1965-04","1965","04","","","","","","","","","","","57.4","","3.0","","60.5","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1965-05","1965","05","","","","","","","","","","","35.6","","0.0","","35.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1965-06","1965","06","","","","","","","","","","","52.3","","0.0","","52.3","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1965-07","1965","07","","","","","","","","","","","55.9","","0.0","","55.9","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1965-08","1965","08","","","","","","","","","","","85.1","","0.0","","85.1","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1965-09","1965","09","","","","","","","","","","","84.6","","0.0","","84.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1965-10","1965","10","","","","","","","","","","","96.3","","0.0","T","96.3","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1965-11","1965","11","","","","","","","","","","","119.6","","7.4","","127.0","","0","T","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1965-12","1965","12","","","","","","","","","","","42.9","","18.5","","61.5","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1966-01","1966","01","","","","","","","","","","","4.8","","96.5","","101.3","","76","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1966-02","1966","02","","","","","","","","","","","44.2","","23.1","","67.3","","10","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1966-03","1966","03","","","","","","","","","","","43.4","","5.1","","48.5","","0","T","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1966-04","1966","04","","","","","","","","","","","21.1","","2.3","","23.4","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1966-05","1966","05","","","","","","","","","","","29.5","","0.0","","29.5","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1966-06","1966","06","","","","","","","","","","","62.5","","0.0","","62.5","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1966-07","1966","07","","","","","","","","","","","25.9","","0.0","","25.9","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1966-08","1966","08","","","","","","","","","","","82.3","","0.0","","82.3","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1966-09","1966","09","","","","","","","","","","","111.0","","0.0","","111.0","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1966-10","1966","10","","","","","","","","","","","31.0","","0.0","T","31.0","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1966-11","1966","11","","","","","","","","","","","142.2","","0.5","","142.7","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1966-12","1966","12","","","","","","","","","","","57.7","","22.4","","80.0","","15","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1967-01","1967","01","","","","","","","","","","","14.0","","57.4","","71.4","","20","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1967-02","1967","02","","","","","","","","","","","0.0","T","29.7","","29.7","","23","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1967-03","1967","03","","","","","","","","","","","4.1","","21.3","","25.4","","0","T","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1967-04","1967","04","","","","","","","","","","","82.8","","0.0","T","82.8","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1967-05","1967","05","","","","","","","","","","","65.8","","0.0","","65.8","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1967-06","1967","06","","","","","","","","","","","62.2","","0.0","","62.2","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1967-07","1967","07","","","","","","","","","","","63.8","","0.0","","63.8","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1967-08","1967","08","","","","","","","","","","","46.0","","0.0","","46.0","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1967-09","1967","09","","","","","","","","","","","118.4","","0.0","","118.4","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1967-10","1967","10","","","","","","","","","","","133.9","","0.0","T","133.9","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1967-11","1967","11","","","","","","","","","","","81.5","","16.5","","98.0","","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1967-12","1967","12","","","","","","","","","","","50.0","","10.4","","60.5","","5","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1968-01","1968","01","","","","","","","","","","","32.3","","45.0","","77.2","","8","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1968-02","1968","02","","","","","","","","","","","21.1","","27.4","","48.5","","15","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1968-03","1968","03","","","","","","","","","","","52.3","","31.2","","83.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1968-04","1968","04","","","","","","","","","","","28.7","","0.0","","28.7","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1968-05","1968","05","","","","","","","","","","","124.7","","0.0","","124.7","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1968-06","1968","06","","","","","","","","","","","103.6","","0.0","","103.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1968-07","1968","07","","","","","","","","","","","47.5","","0.0","","47.5","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1968-08","1968","08","","","","","","","","","","","57.7","","0.0","","57.7","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1968-09","1968","09","","","","","","","","","","","110.0","","0.0","","110.0","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1968-10","1968","10","","","","","","","","","","","80.5","","0.0","T","80.5","","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1968-11","1968","11","","","","","","","","","","","106.9","","24.4","","131.3","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1968-12","1968","12","","","","","","","","","","","23.9","","51.6","","75.4","","30","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1969-01","1969","01","","","","","","","","","","","55.4","","24.9","","80.3","","3","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1969-02","1969","02","","","","","","","","","","","0.0","","21.3","","21.3","","5","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1969-03","1969","03","","","","","","","","","","","55.6","","9.9","","65.5","","0","T","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1969-04","1969","04","","","","","","","","","","","83.6","","6.4","","89.9","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1969-05","1969","05","","","","","","","","","","","74.2","","0.0","","74.2","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1969-06","1969","06","","","","","","","","","","","120.4","","0.0","","120.4","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1969-07","1969","07","","","","","","","","","","","75.4","","0.0","","75.4","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1969-08","1969","08","","","","","","","","","","","48.8","","0.0","","48.8","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1969-09","1969","09","","","","","","","","","","","25.1","","0.0","","25.1","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1969-10","1969","10","","","","","","","","","","","59.4","","5.1","","64.5","","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1969-11","1969","11","","","","","","","","","","","89.4","","26.7","","116.1","","23","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1969-12","1969","12","","","","","","","","","","","46.2","","43.7","","89.9","","20","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1970-01","1970","01","","","","","","","","","","","4.3","","30.7","","35.1","","10","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1970-02","1970","02","","","","","","","","","","","42.4","","57.7","","100.1","","18","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1970-03","1970","03","","","","","","","","","","","37.8","","10.7","","48.3","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1970-04","1970","04","","","","","","","","","","","52.6","","8.1","","60.7","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1970-05","1970","05","","","","","","","","","","","51.3","","0.0","T","51.3","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1970-06","1970","06","","","","","","","","","","","56.1","","0.0","","56.1","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1970-07","1970","07","","","","","","","","","","","114.6","","0.0","","114.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1970-08","1970","08","","","","","","","","","","","40.6","","0.0","","40.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1970-09","1970","09","","","","","","","","","","","109.2","","0.0","","109.2","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1970-10","1970","10","","","","","","","","","","","75.2","","0.0","","75.2","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1970-11","1970","11","","","","","","","","","","","99.1","","9.4","","108.5","","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1970-12","1970","12","","","","","","","","","","","23.4","","78.0","","101.3","","38","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1971-01","1971","01","","","","","","","","","","","11.7","","37.1","","48.8","","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1971-02","1971","02","","","","","","","","","","","52.6","","92.2","","144.8","","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1971-03","1971","03","","","","","","","","","","","8.1","","64.5","","72.6","","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1971-04","1971","04","","","","","","","","","","","31.0","","1.3","","32.3","","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1971-05","1971","05","","","","","","","","","","","40.6","","0.0","","40.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1971-06","1971","06","","","","","","","","","","","58.9","","0.0","","58.9","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1971-07","1971","07","","","","","","","","","","","89.7","","0.0","","89.7","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1971-08","1971","08","","","","","","","","","","","98.3","","0.0","","98.3","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1971-09","1971","09","","","","","","","","","","","56.9","","0.0","","56.9","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1971-10","1971","10","","","","","","","","","","","52.1","","0.0","","52.1","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1971-11","1971","11","","","","","","","","","","","28.2","","23.9","","52.1","","10","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1971-12","1971","12","","","","","","","","","","","66.3","","26.7","","93.0","","10","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1972-01","1972","01","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1972-02","1972","02","","","","","","","","","","","25.9","","78.2","","104.1","","30","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1972-03","1972","03","","","","","","","","","","","44.2","","43.7","","87.9","","8","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1972-04","1972","04","","","","","","","","","","","44.2","","7.1","","51.3","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1972-05","1972","05","","","","","","","","","","","110.5","","0.0","","110.5","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1972-06","1972","06","","","","","","","","","","","104.4","","0.0","","104.4","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1972-07","1972","07","","","","","","","","","","","69.6","","0.0","","69.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1972-08","1972","08","","","","","","","","","","","99.6","","0.0","","99.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1972-09","1972","09","","","","","","","","","","","100.3","","0.0","","100.3","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1972-10","1972","10","","","","","","","","","","","145.5","","0.0","T","145.5","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1972-11","1972","11","","","","","","","","","","","96.0","","20.8","","116.8","","0","T","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1972-12","1972","12","","","","","","","","","","","72.9","","77.5","","150.4","","10","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1973-01","1973","01","","","","","","","","","","","24.1","","14.5","","38.6","","5","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1973-02","1973","02","","","","","","","","","","","29.5","","20.3","","49.8","","3","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1973-03","1973","03","","","","","","","","","","","70.4","","3.6","","73.9","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1973-04","1973","04","","","","","","","","","","","101.1","","6.4","","107.4","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1973-05","1973","05","","","","","","","","","","","70.4","","0.0","","70.4","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1973-06","1973","06","","","","","","","","","","","67.8","","0.0","","67.8","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1973-07","1973","07","","","","","","","","","","","52.6","","0.0","","52.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1973-08","1973","08","","","","","","","","","","","57.2","","0.0","","57.2","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1973-09","1973","09","","","","","","","","","","","94.7","","0.0","","94.7","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1973-10","1973","10","","","","","","","","","","","104.1","","0.0","","104.1","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1973-11","1973","11","","","","","","","","","","","62.5","","1.8","","64.3","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1973-12","1973","12","","","","","","","","","","","90.4","","59.4","","149.9","","18","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1974-01","1974","01","","","","","","","","","","","27.7","","53.3","","81.0","","0","T","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1974-02","1974","02","","","","","","","","","","","28.7","","19.3","","48.0","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1974-03","1974","03","","","","","","","","","","","41.9","","51.8","","93.7","","10","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1974-04","1974","04","","","","","","","","","","","54.9","","2.0","","56.9","","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1974-05","1974","05","","","","","","","","","","","78.2","","0.0","","78.2","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1974-06","1974","06","","","","","","","","","","","62.5","","0.0","","62.5","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1974-07","1974","07","","","","","","","","","","","54.9","","0.0","","54.9","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1974-08","1974","08","","","","","","","","","","","36.6","","0.0","","36.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1974-09","1974","09","","","","","","","","","","","64.8","","0.0","","64.8","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1974-10","1974","10","","","","","","","","","","","53.3","","8.6","","62.0","","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1974-11","1974","11","","","","","","","","","","","75.2","","9.7","","84.8","","0","T","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1974-12","1974","12","","","","","","","","","","","46.0","","71.6","","117.6","","18","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1975-01","1975","01","","","","","","","","","","","40.6","","32.8","","73.4","","8","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1975-02","1975","02","","","","","","","","","","","21.8","","38.4","","60.2","","3","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1975-03","1975","03","","","","","","","","","","","82.6","","24.6","","107.2","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1975-04","1975","04","","","","","","","","","","","41.4","","14.7","","56.1","","","M","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1975-05","1975","05","","","","","","","","","","","68.6","","0.0","","68.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1975-06","1975","06","","","","","","","","","","","94.7","","0.0","","94.7","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1975-07","1975","07","","","","","","","","","","","25.4","","0.0","","25.4","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1975-08","1975","08","","","","","","","","","","","52.6","","0.0","","52.6","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1975-09","1975","09","","","","","","","","","","","153.7","","0.0","","153.7","","0","","","","",""
"-76.48","44.24","KINGSTON PUMPING STATION","6104175","1975-10","1975","10","","","","","","","","","","","36.3","","0.0","","36.3","","0","","","","",""
